recovered,total_hospitalized,deaths,date,hospitalized_today,active,district,isolation,observation,confirmed
7415,3863,63,2020-8-24,287,5370,Thiruvananthapuram,20187,24050,12873
20781,4140,200,2020-9-24,497,8343,Thiruvananthapuram,22837,26977,29357
86940,1330,734,2021-1-28,198,4169,Thiruvananthapuram,21821,23151,91919
80781,1158,683,2021-1-9,113,3290,Thiruvananthapuram,19695,20853,84824
90107,1289,764,2021-2-5,139,4048,Thiruvananthapuram,23232,24521,94996
93371,1226,795,2021-2-13,118,4011,Thiruvananthapuram,27756,28982,98257
,43,,2020-5-19,13,6,Thiruvananthapuram,4632,4675,
,110,,2020-4-19,23,2,Thiruvananthapuram,1660,1770,
,856,,2020-7-15,107,939,Thiruvananthapuram,13310,14166,
,173,,2020-6-15,41,61,Thiruvananthapuram,14116,14289,
,184,,2020-6-22,47,69,Thiruvananthapuram,16730,16914,
,2485,,2020-7-22,333,2421,Thiruvananthapuram,11225,13710,
,233,,2020-7-3,46,109,Thiruvananthapuram,13271,13504,
,170,,2020-6-3,39,61,Thiruvananthapuram,12705,12875,
76534,1249,647,2020-12-27,140,3309,Thiruvananthapuram,21884,23133,80557
59165,2099,488,2020-11-14,184,6459,Thiruvananthapuram,24789,26888,66159
35618,4149,320,2020-10-14,270,11070,Thiruvananthapuram,27130,31279,47045
13910,3450,123,2020-9-8,347,4670,Thiruvananthapuram,19559,23009,18730
,18,,2020-3-13,13,3,Thiruvananthapuram,208,226,
,3068,,2020-8-8,529,3022,Thiruvananthapuram,14851,17919,
,90,,2020-3-24,43,5,Thiruvananthapuram,5829,5919,
,4,,2020-3-5,2,0,Thiruvananthapuram,24,28,
73000,1119,602,2020-12-15,183,3164,Thiruvananthapuram,24933,26052,76827
65751,1517,538,2020-11-26,191,4325,Thiruvananthapuram,26988,28505,70664
9677,3935,85,2020-8-29,423,5230,Thiruvananthapuram,20213,24148,15017
22938,4100,220,2020-9-29,436,10303,Thiruvananthapuram,25000,29100,33495
46238,3050,387,2020-10-26,281,8687,Thiruvananthapuram,25325,28375,55357
75035,1240,627,2020-12-22,144,3276,Thiruvananthapuram,22926,24166,79003
57249,2367,475,2020-11-11,262,7095,Thiruvananthapuram,25622,27989,64866
33102,4362,308,2020-10-11,324,11611,Thiruvananthapuram,27417,31779,45058
9838,3983,86,2020-8-30,405,5378,Thiruvananthapuram,20308,24291,15327
23317,4129,226,2020-9-30,409,10903,Thiruvananthapuram,24459,28588,34481
,267,,2020-7-6,64,131,Thiruvananthapuram,14075,14342,
,212,,2020-6-6,33,74,Thiruvananthapuram,15361,15573,
,178,,2020-6-27,35,86,Thiruvananthapuram,19064,19242,
,2284,,2020-7-27,185,2881,Thiruvananthapuram,12854,15138,
,472,,2020-7-10,144,450,Thiruvananthapuram,13943,14415,
,214,,2020-6-10,36,78,Thiruvananthapuram,18056,18270,
94408,1127,800,2021-2-16,109,3894,Thiruvananthapuram,27867,28994,99183
,43,,2020-3-21,3,4,Thiruvananthapuram,4136,4179,
,47,,2020-3-16,11,4,Thiruvananthapuram,614,661,
71249,1152,583,2020-12-10,138,3381,Thiruvananthapuram,30056,31208,75271
64361,1535,530,2020-11-23,161,4457,Thiruvananthapuram,26615,28150,69396
43599,3221,375,2020-10-23,425,9204,Thiruvananthapuram,25224,28445,53223
88169,1325,744,2021-1-31,117,3994,Thiruvananthapuram,22545,23870,92983
78253,1171,659,2021-1-1,122,3304,Thiruvananthapuram,19672,20843,82285
39243,3683,353,2020-10-18,317,10212,Thiruvananthapuram,27075,30758,49852
83430,1215,702,2021-1-17,116,3134,Thiruvananthapuram,20894,22109,87339
61186,1746,507,2020-11-18,173,5795,Thiruvananthapuram,25488,27234,67536
84364,1224,710,2021-1-20,129,3269,Thiruvananthapuram,20306,21530,88416
,61,,2020-4-26,17,1,Thiruvananthapuram,1915,1976,
,102,,2020-5-26,18,29,Thiruvananthapuram,7199,7301,
,42,,2020-5-11,9,0,Thiruvananthapuram,4069,4111,
,101,,2020-4-11,21,2,Thiruvananthapuram,4282,4383,
,86,,2020-3-30,16,8,Thiruvananthapuram,18036,18122,
,48,,2020-5-7,11,0,Thiruvananthapuram,3118,3166,
,96,,2020-4-7,19,7,Thiruvananthapuram,8379,8475,
68354,1435,558,2020-12-2,170,3982,Thiruvananthapuram,31611,33046,72945
74173,1197,616,2020-12-19,139,3263,Thiruvananthapuram,23462,24659,78115
51544,2632,427,2020-11-3,262,8309,Thiruvananthapuram,25250,27882,60327
24943,4269,247,2020-10-3,581,12256,Thiruvananthapuram,24524,28793,37482
6830,3338,49,2020-8-21,620,4926,Thiruvananthapuram,20789,24127,11830
19695,3995,175,2020-9-21,494,7047,Thiruvananthapuram,22592,26587,26949
17099,3808,157,2020-9-16,544,5669,Thiruvananthapuram,21474,25282,22954
,2930,,2020-8-16,375,3934,Thiruvananthapuram,19772,22702,
,2546,,2020-7-31,380,3078,Thiruvananthapuram,12208,14754,
,2841,,2020-8-7,367,3316,Thiruvananthapuram,14703,17544,
13521,3486,119,2020-9-7,308,4501,Thiruvananthapuram,19318,22804,18168
21565,4071,208,2020-9-26,471,9415,Thiruvananthapuram,24268,28339,31221
7919,3929,77,2020-8-26,485,5704,Thiruvananthapuram,20721,24650,13725
,2955,,2020-8-11,360,3026,Thiruvananthapuram,15879,18834,
15314,3649,134,2020-9-11,425,4838,Thiruvananthapuram,19867,23516,20313
48366,2906,403,2020-10-29,316,8529,Thiruvananthapuram,25213,28119,57344
67088,1491,546,2020-11-29,156,4100,Thiruvananthapuram,29677,31168,71784
67889,1405,554,2020-12-1,156,3928,Thiruvananthapuram,30694,32099,72422
,61,,2020-5-21,18,9,Thiruvananthapuram,5284,5345,
,38,,2020-4-21,38,1,Thiruvananthapuram,1349,1387,
,116,,2020-4-16,26,2,Thiruvananthapuram,2243,2359,
,47,,2020-5-16,11,0,Thiruvananthapuram,3289,3336,
76796,1213,651,2020-12-28,82,3230,Thiruvananthapuram,21759,22972,80745
81176,1139,684,2021-1-10,118,3182,Thiruvananthapuram,19944,21083,85112
86670,1341,728,2021-1-27,121,4037,Thiruvananthapuram,22168,23509,91511
79782,1181,673,2021-1-6,149,3358,Thiruvananthapuram,18578,19759,83883
30997,4388,297,2020-10-9,344,11620,Thiruvananthapuram,26558,30946,42951
55965,2386,461,2020-11-9,124,7342,Thiruvananthapuram,26100,28486,63815
,114,,2020-3-26,34,4,Thiruvananthapuram,7854,7968,
,112,,2020-5-30,23,42,Thiruvananthapuram,9527,9639,
,54,,2020-4-30,13,2,Thiruvananthapuram,2010,2064,
,13,,2020-3-11,1,0,Thiruvananthapuram,114,127,
,3,,2020-3-7,1,0,Thiruvananthapuram,25,28,
62455,1684,513,2020-11-20,170,5368,Thiruvananthapuram,25796,27480,68385
41273,3451,361,2020-10-20,323,9159,Thiruvananthapuram,26195,29646,50838
72512,1091,594,2020-12-13,136,3009,Thiruvananthapuram,27234,28325,76175
70546,1195,576,2020-12-8,130,3630,Thiruvananthapuram,30946,32141,74808
91117,1261,773,2021-2-7,106,3950,Thiruvananthapuram,25446,26707,95918
92541,1255,787,2021-2-11,151,4093,Thiruvananthapuram,27266,28521,97501
57553,2293,478,2020-11-12,170,7174,Thiruvananthapuram,25709,28002,65252
33932,4301,314,2020-10-12,415,11404,Thiruvananthapuram,27541,31842,45687
74715,1223,624,2020-12-21,122,3266,Thiruvananthapuram,23194,24417,78670
,2118,,2020-7-20,184,2062,Thiruvananthapuram,11549,13667,
,142,,2020-6-20,25,49,Thiruvananthapuram,16711,16853,
,137,,2020-6-17,25,44,Thiruvananthapuram,15595,15732,
,1519,,2020-7-17,608,1515,Thiruvananthapuram,12500,14019,
,142,,2020-6-1,36,48,Thiruvananthapuram,10292,10434,
,221,,2020-7-1,37,99,Thiruvananthapuram,22006,22227,
,2816,,2020-8-19,425,4621,Thiruvananthapuram,20466,23282,
65263,1520,536,2020-11-25,178,4357,Thiruvananthapuram,27109,28629,70207
,3,,2020-3-2,8,0,Thiruvananthapuram,25,28,
45491,3155,387,2020-10-25,378,8921,Thiruvananthapuram,25367,28522,54844
18698,4046,169,2020-9-19,523,6627,Thiruvananthapuram,21495,25541,25524
73320,1151,606,2020-12-16,132,3184,Thiruvananthapuram,24434,25585,77172
,29,,2020-3-14,15,3,Thiruvananthapuram,284,313,
,51,,2020-3-23,22,4,Thiruvananthapuram,5426,5477,
,116,,2020-5-29,22,41,Thiruvananthapuram,8959,9075,
,28,,2020-4-29,5,2,Thiruvananthapuram,2030,2058,
,92,,2020-4-8,23,4,Thiruvananthapuram,6571,6663,
,43,,2020-5-8,9,0,Thiruvananthapuram,3594,3637,
60607,1909,504,2020-11-17,142,5910,Thiruvananthapuram,25137,27046,67068
,170,,2020-6-4,42,66,Thiruvananthapuram,13860,14030,
38033,3762,349,2020-10-17,354,10743,Thiruvananthapuram,26637,30399,49167
,256,,2020-7-4,57,109,Thiruvananthapuram,13257,13513,
75657,1184,633,2020-12-24,153,3384,Thiruvananthapuram,22811,23995,79741
,187,,2020-6-12,17,63,Thiruvananthapuram,19376,19563,
,538,,2020-7-12,75,548,Thiruvananthapuram,13288,13826,
,2440,,2020-7-25,314,2666,Thiruvananthapuram,12088,14528,
,172,,2020-6-25,41,77,Thiruvananthapuram,17709,17881,
83648,1212,702,2021-1-18,153,3212,Thiruvananthapuram,20832,22044,87635
93738,1213,796,2021-2-14,146,3947,Thiruvananthapuram,28191,29404,98562
88750,1239,747,2021-2-2,149,4080,Thiruvananthapuram,22500,23739,93654
,2792,,2020-8-14,275,3455,Thiruvananthapuram,17327,20119,
16413,3802,151,2020-9-14,320,5031,Thiruvananthapuram,20849,24651,21623
77896,1186,657,2020-12-31,156,3278,Thiruvananthapuram,20252,21438,81899
20485,4090,189,2020-9-23,421,7775,Thiruvananthapuram,22726,26816,28482
7245,3946,60,2020-8-23,337,5361,Thiruvananthapuram,20841,24787,12691
,2683,,2020-8-2,341,3472,Thiruvananthapuram,12629,15312,
11008,3687,94,2020-9-2,288,4875,Thiruvananthapuram,18039,21726,16003
,65,,2020-3-19,6,4,Thiruvananthapuram,2553,2618,
53047,25430,442,2020-11-5,248,8198,Thiruvananthapuram,2636,28066,61734
26733,4379,257,2020-10-5,432,12274,Thiruvananthapuram,25847,30226,39301
78872,1118,664,2021-1-3,109,3252,Thiruvananthapuram,19065,20183,82857
82638,1202,697,2021-1-15,157,3258,Thiruvananthapuram,20381,21583,86666
49081,2847,410,2020-10-30,333,8394,Thiruvananthapuram,25168,28015,57931
,208,,2020-6-9,24,77,Thiruvananthapuram,17150,17358,
,373,,2020-7-9,78,326,Thiruvananthapuram,14367,14740,
67422,1456,550,2020-11-30,170,3994,Thiruvananthapuram,30339,31795,72018
69185,1338,564,2020-12-4,144,3847,Thiruvananthapuram,32132,33470,73648
,2332,,2020-7-28,365,2936,Thiruvananthapuram,13092,15424,
,166,,2020-6-28,20,96,Thiruvananthapuram,19685,19851,
,104,,2020-4-13,16,2,Thiruvananthapuram,3443,3547,
,41,,2020-5-13,19,0,Thiruvananthapuram,4453,4494,
,85,,2020-5-24,30,24,Thiruvananthapuram,6277,6362,
,43,,2020-4-24,10,2,Thiruvananthapuram,1538,1581,
,102,,2020-4-5,18,8,Thiruvananthapuram,17646,17748,
,61,,2020-5-5,10,0,Thiruvananthapuram,2796,2857,
632065,13429,2757,2020-12-18,1470,58884,Total,281217,294646,693865
951742,0,4032,2021-2-17,0,60803,Total,0,0,1016848
859421,11118,3760,2021-2-1,1205,69207,Total,207791,218909,932637
51542,19366,294,2020-8-31,1811,23491,Total,179477,198843,75385
135144,30853,791,2020-10-2,3599,77485,Total,215778,246631,213499
,1716,,2020-6-7,277,1095,Total,189765,191481,
355943,21477,1533,2020-11-2,2437,86681,Total,271744,293221,444268
,3034,,2020-7-7,378,2411,Total,183542,186576,
,8980,,2020-7-26,1277,9655,Total,147182,156162,
,2397,,2020-6-26,312,1846,Total,161547,163944,
,1922,,2020-6-11,231,1258,Total,217027,218949,
,3694,,2020-7-11,570,3442,Total,178356,182050,
848476,11508,3722,2021-1-30,1601,71469,Total,205926,217434,923912
475320,16478,1969,2020-11-19,2131,68231,Total,301547,318025,545641
252868,23809,1182,2020-10-19,2395,92731,Total,253482,277291,346881
556378,15256,2329,2020-12-3,1716,61210,Total,295981,311237,620049
,13,,2020-3-1,9,0,Total,193,206,
,225,,2020-3-20,56,37,Total,44165,44390,
,268,,2020-3-17,65,24,Total,17743,18011,
274675,23193,1255,2020-10-22,3164,93291,Total,257733,280926,369323
494664,16406,2049,2020-11-22,1829,65861,Total,304891,321297,562695
596593,13542,2562,2020-12-11,1379,59380,Total,302102,315644,658683
,892,,2020-5-27,229,445,Total,106940,107832,
,489,,2020-4-27,104,123,Total,19812,20301,
,658,,2020-3-31,150,215,Total,162471,163129,
,730,,2020-4-10,126,238,Total,129021,129751,
,362,,2020-5-10,135,20,Total,26350,26712,
,795,,2020-4-6,122,266,Total,152009,152804,
,268,,2020-5-6,58,30,Total,14402,14670,
770768,11094,3442,2021-1-16,1355,68416,Total,194467,205561,842843
796986,11721,3545,2021-1-21,1482,69771,Total,198107,209828,870529
95702,25918,535,2020-9-20,3154,39418,Total,196261,222179,135721
33824,14646,191,2020-8-20,2198,18126,Total,158543,173189,52199
,13697,,2020-8-17,1455,15890,Total,150332,164029,
87345,23836,489,2020-9-17,3081,34317,Total,189759,213595,122214
182874,28673,978,2020-10-10,3888,95921,Total,251714,280387,279855
415158,19318,1742,2020-11-10,2039,78694,Total,297041,316359,495712
655644,13561,2892,2020-12-23,1482,62802,Total,260645,274206,721510
,10380,,2020-8-1,1257,10862,Total,133616,143996,
53653,19094,298,2020-9-1,1466,22515,Total,177488,196582,76525
909102,10230,3902,2021-2-9,1179,64132,Total,223434,233664,977394
813550,12226,3607,2021-1-24,1453,72891,Total,202063,214289,890278
758322,10709,3378,2021-1-13,1333,65373,Total,189550,200259,827809
717311,11122,3184,2021-1-5,1082,63802,Total,179868,190990,784488
,1914,,2020-6-19,197,1380,Total,130655,132569,
,7309,,2020-7-19,866,7063,Total,163216,170525,
,706,,2020-4-3,184,251,Total,169291,169997,
309032,21587,1376,2020-10-27,2339,92162,Total,261563,283150,402674
521522,16077,2171,2020-11-27,1594,63885,Total,297531,313608,587707
,388,,2020-5-3,63,95,Total,21332,21720,
611600,13187,2647,2020-12-14,1394,57640,Total,296920,310107,672037
,522,,2020-4-15,86,167,Total,96942,97464,
,538,,2020-5-15,122,80,Total,48287,48825,
,609,,2020-5-22,162,216,Total,83649,84258,
,346,,2020-4-22,95,127,Total,28804,29150,
222231,25671,1089,2020-10-15,2548,94517,Total,249001,274672,317929
448207,17833,1869,2020-11-15,1963,74804,Total,304463,322296,524998
668733,13260,2951,2020-12-26,1061,63752,Total,245823,259083,735611
,10922,,2020-8-4,1241,11540,Total,134140,145062,
60448,17194,326,2020-9-4,1750,21271,Total,180743,197937,82104
,620,,2020-3-28,148,165,Total,133750,134370,
,12426,,2020-8-12,1380,13045,Total,139326,151752,
75848,22177,425,2020-9-12,2576,28805,Total,181123,203300,105139
,149,,2020-3-9,85,4,Total,967,1116,
111331,27426,635,2020-9-25,3410,48895,Total,188265,215691,160933
40343,17010,244,2020-8-25,1834,21235,Total,166784,183794,61879
,504,,2020-4-18,104,140,Total,66686,67190,
,473,,2020-5-18,127,130,Total,67316,67789,
160253,29503,906,2020-10-7,2922,92164,Total,238331,267834,253405
395624,20785,1668,2020-11-7,2445,83261,Total,286322,307107,480669
,2023,,2020-6-14,224,1340,Total,240744,242767,
,4780,,2020-7-14,720,4454,Total,177067,181847,
,9354,,2020-7-23,1070,9458,Total,148763,158117,
,2206,,2020-6-23,275,1620,Total,147990,150196,
,1340,,2020-6-2,200,774,Total,145670,147010,
,2988,,2020-7-2,403,2088,Total,175111,178099,
841444,11752,3704,2021-1-29,1496,72239,Total,203898,215650,917630
733384,11166,3257,2021-1-8,1301,64236,Total,187104,198270,801075
877889,10856,3813,2021-2-4,1467,68857,Total,204124,214980,950811
925871,10420,3954,2021-2-12,1294,63961,Total,230942,241362,994052
,11742,,2020-8-9,1278,12347,Total,137615,149357,
,270,,2020-3-12,65,19,Total,3910,4180,
70921,18880,384,2020-9-9,2751,24552,Total,183921,202801,95917
,532,,2020-3-25,122,112,Total,76010,76542,
,31,,2020-3-4,11,0,Total,438,469,
121268,29120,697,2020-9-28,3255,57882,Total,203330,232450,179922
45858,19125,274,2020-8-28,2541,23114,Total,175306,194431,69304
572911,14931,2418,2020-12-6,1643,60924,Total,299469,314400,636392
90089,24634,501,2020-9-18,3282,35727,Total,191628,216262,126381
,23,,2020-3-3,12,0,Total,388,411,
,13633,,2020-8-18,1583,16274,Total,151931,165564,
,289,,2020-3-15,68,21,Total,10655,10944,
,314,,2020-3-22,122,64,Total,58981,59295,
567694,15062,2390,2020-12-5,1721,61393,Total,299962,315024,631615
340324,22381,1484,2020-10-31,3329,91190,Total,269059,291440,433105
783393,11005,3506,2021-1-19,1060,70259,Total,198170,209175,857380
941471,9865,3998,2021-2-15,962,61281,Total,240859,250724,1007019
871548,11003,3796,2021-2-3,1472,69113,Total,207315,218318,944709
144471,31171,836,2020-10-4,3398,84500,Total,226536,257707,229886
372951,20963,1587,2020-11-4,2972,84995,Total,281100,302063,459646
,518,,2020-4-28,151,123,Total,20255,20773,
,992,,2020-5-28,210,526,Total,114305,115297,
,334,,2020-5-9,123,17,Total,23596,23930,
,723,,2020-4-9,153,258,Total,135472,136195,
687104,12116,3042,2020-12-30,1426,65394,Total,235609,247725,755718
,2944,,2020-7-5,377,2228,Total,177995,180939,
,1545,,2020-6-5,247,973,Total,175561,177106,
,4376,,2020-7-13,713,4028,Total,176218,180594,
,1989,,2020-6-13,223,1342,Total,233429,235418,
,2282,,2020-6-24,288,1691,Total,152477,154759,
,9297,,2020-7-24,1346,9371,Total,147470,156767,
664951,13685,2930,2020-12-25,1367,64028,Total,251299,264984,732084
228998,25582,1113,2020-10-16,2776,95008,Total,251145,276727,325212
454774,17523,1888,2020-11-16,1815,70928,Total,301739,327487,527708
82345,22627,466,2020-9-15,2324,31159,Total,185514,208141,114033
,13358,,2020-8-15,1859,14891,Total,146811,160169,
36539,16511,218,2020-8-22,2699,19541,Total,163738,180249,56354
101731,25782,572,2020-9-22,2430,40385,Total,194488,220270,142756
,237,,2020-3-18,57,24,Total,25366,25603,
57732,18033,315,2020-9-3,1703,21519,Total,174135,192168,79625
,10779,,2020-8-3,1115,11484,Total,134455,145234,
,3137,,2020-7-8,421,2605,Total,182409,185546,
,1771,,2020-6-8,211,1174,Total,195307,197078,
,2662,,2020-6-29,281,2057,Total,177955,180617,
,10057,,2020-7-29,1475,10350,Total,137075,147132,
,473,,2020-5-12,95,32,Total,31143,31616,
,816,,2020-4-12,176,194,Total,116125,116941,
,464,,2020-4-25,132,116,Total,20580,21044,
,792,,2020-5-25,152,359,Total,98486,99278,
,372,,2020-5-4,62,34,Total,21352,21724,
627364,13358,2734,2020-12-17,1563,58155,Total,283389,296747,688409
,734,,2020-4-4,174,254,Total,170621,171355,
287261,23455,1306,2020-10-24,3429,97417,Total,260062,283517,386087
505238,15850,2095,2020-11-24,1489,64418,Total,298902,314752,571872
702576,11811,3116,2021-1-2,1223,65374,Total,228679,240490,771252
808377,11935,3587,2021-1-23,1282,72048,Total,199889,211824,884242
759407,10904,3381,2021-1-14,1821,66503,Total,190389,201293,829357
586998,14164,2507,2020-12-9,1499,59923,Total,295771,309935,649571
,2781,,2020-6-30,330,2112,Total,181876,184657,
,9946,,2020-7-30,1117,10056,Total,134690,144636,
641285,13701,2816,2020-12-20,1393,61604,Total,273398,287099,705869
64755,17507,347,2020-9-6,2410,22679,Total,182789,200296,87841
207357,27159,1046,2020-10-13,2925,95408,Total,254841,282000,303896
,11437,,2020-8-6,1390,11983,Total,136602,148039,
434730,18475,1822,2020-11-13,2130,77390,Total,298448,316923,514060
43761,18412,267,2020-8-27,2465,22676,Total,175513,193925,66761
117921,28770,677,2020-9-27,3752,56712,Total,199061,227831,175384
72578,20248,396,2020-9-10,2691,26232,Total,184128,204376,99266
,11876,,2020-8-10,1323,12737,Total,137419,149295,
402477,42536,1692,2020-11-8,2219,81824,Total,272148,314684,486109
167256,29383,930,2020-10-8,4066,90582,Total,242056,271439,258850
747389,10782,3322,2021-1-11,948,63346,Total,188616,199398,814258
824446,11947,3643,2021-1-26,1285,71607,Total,202609,214556,899932
728059,11435,3234,2021-1-7,1379,64445,Total,181935,193370,795933
601861,13334,2594,2020-12-12,1426,60029,Total,301833,315167,664632
267082,23016,1232,2020-10-21,2899,93425,Total,257216,280232,361841
488437,16330,2022,2020-11-21,1846,66861,Total,301749,318079,557441
,432,,2020-5-1,106,102,Total,21067,21499,
,622,,2020-4-1,123,237,Total,163508,164130,
,398,,2020-4-20,62,114,Total,45925,46323,
,533,,2020-5-20,155,161,Total,73865,74398,
,674,,2020-5-17,159,101,Total,61755,62429,
,526,,2020-4-17,84,138,Total,78454,78980,
,616,,2020-3-27,112,164,Total,109683,110299,
,259,,2020-3-10,120,14,Total,1236,1495,
,1241,,2020-5-31,208,670,Total,133413,134654,
,46,,2020-3-6,14,0,Total,546,592,
681397,12086,3014,2020-12-29,1130,64861,Total,237076,249162,749450
,2050,,2020-6-21,325,1490,Total,141919,143969,
,8277,,2020-7-21,984,8056,Total,154167,162444,
,5432,,2020-7-16,804,5372,Total,178468,183900,
,1986,,2020-6-16,210,1366,Total,120157,122143,
131052,30258,771,2020-10-1,3150,72342,Total,212849,243107,204241
348835,22123,1512,2020-11-1,2667,89675,Total,271499,293622,440130
890720,10937,3848,2021-2-6,1395,67543,Total,208113,219050,962363
526797,16028,2196,2020-11-28,1701,64835,Total,296223,312251,593957
914847,10389,3920,2021-2-10,1178,64349,Total,224378,234767,983374
316692,21998,1403,2020-10-28,2616,93265,Total,268506,290504,411464
,6841,,2020-7-18,1053,6416,Total,167091,173932,
,1967,,2020-6-18,190,1358,Total,125264,127231,
577616,14583,2441,2020-12-7,1353,59467,Total,295304,309887,639664
,410,,2020-5-2,80,96,Total,21484,21894,
,643,,2020-4-2,145,256,Total,165291,165934,
,548,,2020-5-14,174,64,Total,36362,36910,
,564,,2020-4-14,81,173,Total,106511,107075,
,437,,2020-4-23,148,129,Total,23439,23876,
,668,,2020-5-23,182,275,Total,90416,91084,
902627,10664,3883,2021-2-8,1264,65414,Total,214095,224759,972180
819156,12116,3624,2021-1-25,1366,70624,Total,202095,214211,893639
751659,10546,3347,2021-1-12,1130,64556,Total,188973,199519,819765
712389,11436,3160,2021-1-4,1277,63135,Total,220699,232135,778873
388504,21148,1640,2020-11-6,2669,83208,Total,286680,307828,473468
62559,17222,337,2020-9-5,2523,21803,Total,180898,198120,84759
154092,29391,884,2020-10-6,2444,87741,Total,233703,263094,242799
,11167,,2020-8-5,1444,11492,Total,136807,147974,
,593,,2020-3-29,105,181,Total,140618,141211,
,84,,2020-3-8,14,3,Total,648,732,
77703,22639,439,2020-9-13,2684,30075,Total,181850,204489,108278
,12683,,2020-8-13,1670,13839,Total,140378,153061,
38887,17037,234,2020-8-24,1877,20326,Total,166411,183448,59504
107850,27120,613,2020-9-24,3341,45922,Total,185198,212318,154456
835046,11809,3682,2021-1-28,1601,72392,Total,203126,214935,911362
738808,11055,3279,2021-1-9,1268,64318,Total,191116,202171,806603
884542,10960,3832,2021-2-5,1540,67795,Total,204693,215653,956421
931706,10134,3970,2021-2-13,1118,63581,Total,233951,244085,999523
,455,,2020-5-19,119,142,Total,71545,72000,
,461,,2020-4-19,72,129,Total,55129,55590,
,4989,,2020-7-15,602,4880,Total,179612,184601,
,2023,,2020-6-15,219,1348,Total,118704,120727,
,2126,,2020-6-22,241,1540,Total,145225,147351,
,9031,,2020-7-22,1164,8818,Total,150746,159777,
,2894,,2020-7-3,378,2098,Total,174117,177011,
,1440,,2020-6-3,241,832,Total,158864,160304,
672196,13149,2976,2020-12-27,1141,65169,Total,243465,256614,740516
441523,17946,1848,2020-11-14,2180,76928,Total,301535,319481,520417
